Entity,Code,Month,Year,Temperature,emissions_total
Colombia,COL,1,2023,23.788654,105238664.0
Chile,CHL,1,2023,13.704947,77287704.0
Costa Rica,CRI,1,2023,22.090235,8279033.5
Dominican Republic,DOM,1,2023,22.396652,32019646.0
Panama,PAN,1,2023,24.33982,14018338.0
Paraguay,PRY,1,2023,28.345264,8139286.0
Peru,PER,1,2023,19.26589,55863636.0
Cuba,CUB,1,2023,23.662546,23097436.0
Bolivia,BOL,1,2023,21.962105,23359406.0
Belize,BLZ,1,2023,24.141237,667898.0
Trinidad and Tobago,TTO,1,2023,25.105356,34317936.0
Suriname,SUR,1,2023,24.425303,2647446.0
Brazil,BRA,1,2023,24.774004,486470080.0
Canada,CAN,1,2023,-17.393269,549299000.0
Ecuador,ECU,1,2023,21.146172,43172870.0
Haiti,HTI,1,2023,23.182856,3522026.0
Guyana,GUY,1,2023,24.049036,3545070.0
Honduras,HND,1,2023,22.15183,11042214.0
Guatemala,GTM,1,2023,21.58195,20382320.0
Jamaica,JAM,1,2023,24.721252,7648698.0
Nicaragua,NIC,1,2023,24.170605,5588379.0
El Salvador,SLV,1,2023,25.986494,8230260.0
Mexico,MEX,1,2023,16.07935,482623460.0
Venezuela,VEN,1,2023,24.777771,99568900.0
Antigua and Barbuda,ATG,1,2023,24.977936,644826.0
Argentina,ARG,1,2023,22.81284,195805970.0
Bahamas,BHS,1,2023,23.880102,2505352.0
Uruguay,URY,1,2023,25.589846,7865945.0
United States,USA,1,2023,-0.5443969,4911391000.0
Chile,CHL,2,2023,13.571747,77287704.0
United States,USA,2,2023,-0.4384129,4911391000.0
Colombia,COL,2,2023,24.632982,105238664.0
Guyana,GUY,2,2023,24.088154,3545070.0
Canada,CAN,2,2023,-21.792387,549299000.0
Guatemala,GTM,2,2023,22.104668,20382320.0
Mexico,MEX,2,2023,16.840567,482623460.0
Dominican Republic,DOM,2,2023,22.847315,32019646.0
Antigua and Barbuda,ATG,2,2023,24.518982,644826.0
Panama,PAN,2,2023,24.868406,14018338.0
Paraguay,PRY,2,2023,26.721048,8139286.0
El Salvador,SLV,2,2023,26.96071,8230260.0
Nicaragua,NIC,2,2023,24.664062,5588379.0
Ecuador,ECU,2,2023,21.53995,43172870.0
Peru,PER,2,2023,19.505014,55863636.0
Costa Rica,CRI,2,2023,22.513838,8279033.5
Haiti,HTI,2,2023,23.932674,3522026.0
Venezuela,VEN,2,2023,25.30392,99568900.0
Uruguay,URY,2,2023,23.970743,7865945.0
Cuba,CUB,2,2023,24.51438,23097436.0
Argentina,ARG,2,2023,21.23649,195805970.0
Brazil,BRA,2,2023,25.146759,486470080.0
Belize,BLZ,2,2023,24.673552,667898.0
Bahamas,BHS,2,2023,24.258198,2505352.0
Trinidad and Tobago,TTO,2,2023,25.171425,34317936.0
Jamaica,JAM,2,2023,24.915077,7648698.0
Suriname,SUR,2,2023,24.423626,2647446.0
Bolivia,BOL,2,2023,21.234169,23359406.0
Honduras,HND,2,2023,22.996798,11042214.0
Argentina,ARG,3,2023,20.506323,195805970.0
Cuba,CUB,3,2023,24.908083,23097436.0
Costa Rica,CRI,3,2023,22.901093,8279033.5
El Salvador,SLV,3,2023,27.24674,8230260.0
Antigua and Barbuda,ATG,3,2023,24.87973,644826.0
Panama,PAN,3,2023,25.050982,14018338.0
Jamaica,JAM,3,2023,24.859142,7648698.0
Trinidad and Tobago,TTO,3,2023,25.79006,34317936.0
Dominican Republic,DOM,3,2023,23.589666,32019646.0
Bahamas,BHS,3,2023,24.325205,2505352.0
Belize,BLZ,3,2023,26.158194,667898.0
Nicaragua,NIC,3,2023,25.484814,5588379.0
Venezuela,VEN,3,2023,26.158781,99568900.0
Peru,PER,3,2023,19.54347,55863636.0
Uruguay,URY,3,2023,24.504879,7865945.0
Ecuador,ECU,3,2023,21.455452,43172870.0
Paraguay,PRY,3,2023,27.202377,8139286.0
Guatemala,GTM,3,2023,24.132856,20382320.0
Haiti,HTI,3,2023,24.448631,3522026.0
Guyana,GUY,3,2023,24.925549,3545070.0
Honduras,HND,3,2023,24.385633,11042214.0
Canada,CAN,3,2023,-14.551365,549299000.0
Brazil,BRA,3,2023,25.13611,486470080.0
United States,USA,3,2023,2.3750653,4911391000.0
Colombia,COL,3,2023,24.489712,105238664.0
Chile,CHL,3,2023,12.174436,77287704.0
Mexico,MEX,3,2023,19.815876,482623460.0
Bolivia,BOL,3,2023,21.740875,23359406.0
Suriname,SUR,3,2023,25.48273,2647446.0
Honduras,HND,4,2023,25.602886,11042214.0
Haiti,HTI,4,2023,24.961063,3522026.0
Mexico,MEX,4,2023,21.694555,482623460.0
Nicaragua,NIC,4,2023,26.665733,5588379.0
Guyana,GUY,4,2023,25.524704,3545070.0
Venezuela,VEN,4,2023,26.29628,99568900.0
Jamaica,JAM,4,2023,25.876467,7648698.0
Guatemala,GTM,4,2023,25.30739,20382320.0
United States,USA,4,2023,7.91962,4911391000.0
Trinidad and Tobago,TTO,4,2023,26.153412,34317936.0
Peru,PER,4,2023,19.452768,55863636.0
Uruguay,URY,4,2023,17.495773,7865945.0
Paraguay,PRY,4,2023,23.31709,8139286.0
Antigua and Barbuda,ATG,4,2023,25.220398,644826.0
Chile,CHL,4,2023,10.111925,77287704.0
Costa Rica,CRI,4,2023,23.712606,8279033.5
Canada,CAN,4,2023,-4.9413996,549299000.0
Argentina,ARG,4,2023,15.263306,195805970.0
Bahamas,BHS,4,2023,25.311169,2505352.0
Cuba,CUB,4,2023,25.990904,23097436.0
Brazil,BRA,4,2023,24.7977,486470080.0
Suriname,SUR,4,2023,25.852749,2647446.0
El Salvador,SLV,4,2023,27.850286,8230260.0
Ecuador,ECU,4,2023,21.666986,43172870.0
Belize,BLZ,4,2023,27.08263,667898.0
Panama,PAN,4,2023,25.630316,14018338.0
Dominican Republic,DOM,4,2023,24.321142,32019646.0
Bolivia,BOL,4,2023,20.598448,23359406.0
Colombia,COL,4,2023,24.448082,105238664.0
Guatemala,GTM,5,2023,26.136679,20382320.0
Bolivia,BOL,5,2023,19.24142,23359406.0
Honduras,HND,5,2023,26.400717,11042214.0
Brazil,BRA,5,2023,24.428762,486470080.0
Suriname,SUR,5,2023,25.896547,2647446.0
Canada,CAN,5,2023,6.060223,549299000.0
Guyana,GUY,5,2023,25.58412,3545070.0
Haiti,HTI,5,2023,26.072428,3522026.0
Chile,CHL,5,2023,8.0898285,77287704.0
Panama,PAN,5,2023,26.346077,14018338.0
Antigua and Barbuda,ATG,5,2023,26.741333,644826.0
Uruguay,URY,5,2023,15.542012,7865945.0
Paraguay,PRY,5,2023,21.059303,8139286.0
Trinidad and Tobago,TTO,5,2023,26.906336,34317936.0
Peru,PER,5,2023,19.244516,55863636.0
Bahamas,BHS,5,2023,26.261482,2505352.0
Venezuela,VEN,5,2023,26.165684,99568900.0
El Salvador,SLV,5,2023,28.453346,8230260.0
Nicaragua,NIC,5,2023,28.128286,5588379.0
Jamaica,JAM,5,2023,27.20103,7648698.0
Ecuador,ECU,5,2023,22.06178,43172870.0
Dominican Republic,DOM,5,2023,25.681316,32019646.0
Cuba,CUB,5,2023,26.569773,23097436.0
Mexico,MEX,5,2023,23.377024,482623460.0
United States,USA,5,2023,15.296378,4911391000.0
Belize,BLZ,5,2023,28.017548,667898.0
Argentina,ARG,5,2023,12.320389,195805970.0
Costa Rica,CRI,5,2023,24.926863,8279033.5
Colombia,COL,5,2023,24.723919,105238664.0
Jamaica,JAM,6,2023,27.556973,7648698.0
Trinidad and Tobago,TTO,6,2023,26.832125,34317936.0
Venezuela,VEN,6,2023,25.353518,99568900.0
United States,USA,6,2023,19.386423,4911391000.0
Mexico,MEX,6,2023,26.878431,482623460.0
Peru,PER,6,2023,18.201305,55863636.0
Nicaragua,NIC,6,2023,26.901855,5588379.0
Uruguay,URY,6,2023,12.739276,7865945.0
Panama,PAN,6,2023,26.036362,14018338.0
Paraguay,PRY,6,2023,20.097229,8139286.0
Suriname,SUR,6,2023,26.19807,2647446.0
Guatemala,GTM,6,2023,26.622597,20382320.0
Cuba,CUB,6,2023,27.66167,23097436.0
Antigua and Barbuda,ATG,6,2023,27.622284,644826.0
Honduras,HND,6,2023,26.000631,11042214.0
Costa Rica,CRI,6,2023,24.365253,8279033.5
Haiti,HTI,6,2023,27.305424,3522026.0
Guyana,GUY,6,2023,25.519842,3545070.0
El Salvador,SLV,6,2023,27.12166,8230260.0
Dominican Republic,DOM,6,2023,26.883953,32019646.0
Bahamas,BHS,6,2023,27.832165,2505352.0
Ecuador,ECU,6,2023,21.30873,43172870.0
Argentina,ARG,6,2023,9.359149,195805970.0
Chile,CHL,6,2023,6.340692,77287704.0
Canada,CAN,6,2023,11.910072,549299000.0
Bolivia,BOL,6,2023,17.668747,23359406.0
Brazil,BRA,6,2023,23.522646,486470080.0
Colombia,COL,6,2023,24.092749,105238664.0
Belize,BLZ,6,2023,29.069077,667898.0
Argentina,ARG,7,2023,8.657246,195805970.0
Mexico,MEX,7,2023,26.480606,482623460.0
Chile,CHL,7,2023,5.4711914,77287704.0
Trinidad and Tobago,TTO,7,2023,26.965353,34317936.0
Colombia,COL,7,2023,24.214163,105238664.0
Belize,BLZ,7,2023,27.770216,667898.0
United States,USA,7,2023,23.168596,4911391000.0
Peru,PER,7,2023,19.032408,55863636.0
Jamaica,JAM,7,2023,28.617167,7648698.0
Canada,CAN,7,2023,15.227692,549299000.0
Uruguay,URY,7,2023,12.210298,7865945.0
Antigua and Barbuda,ATG,7,2023,27.90512,644826.0
Cuba,CUB,7,2023,28.902336,23097436.0
El Salvador,SLV,7,2023,28.050034,8230260.0
Dominican Republic,DOM,7,2023,27.039516,32019646.0
Bahamas,BHS,7,2023,29.020742,2505352.0
Panama,PAN,7,2023,26.07166,14018338.0
Ecuador,ECU,7,2023,21.372267,43172870.0
Nicaragua,NIC,7,2023,26.543795,5588379.0
Brazil,BRA,7,2023,24.20843,486470080.0
Paraguay,PRY,7,2023,20.970703,8139286.0
Bolivia,BOL,7,2023,19.00195,23359406.0
Haiti,HTI,7,2023,28.035147,3522026.0
Suriname,SUR,7,2023,26.181967,2647446.0
Guyana,GUY,7,2023,25.66518,3545070.0
Venezuela,VEN,7,2023,25.438892,99568900.0
Guatemala,GTM,7,2023,24.912952,20382320.0
Costa Rica,CRI,7,2023,24.2757,8279033.5
Honduras,HND,7,2023,25.349907,11042214.0
Honduras,HND,8,2023,25.623678,11042214.0
Brazil,BRA,8,2023,25.705276,486470080.0
Dominican Republic,DOM,8,2023,26.791498,32019646.0
Ecuador,ECU,8,2023,21.664526,43172870.0
Bahamas,BHS,8,2023,29.117933,2505352.0
El Salvador,SLV,8,2023,27.672905,8230260.0
Panama,PAN,8,2023,26.054834,14018338.0
Nicaragua,NIC,8,2023,26.931597,5588379.0
Colombia,COL,8,2023,25.036266,105238664.0
Paraguay,PRY,8,2023,23.877975,8139286.0
Venezuela,VEN,8,2023,26.423597,99568900.0
Mexico,MEX,8,2023,26.066221,482623460.0
Guyana,GUY,8,2023,26.860235,3545070.0
Chile,CHL,8,2023,6.731818,77287704.0
Cuba,CUB,8,2023,28.718952,23097436.0
Suriname,SUR,8,2023,27.208519,2647446.0
Uruguay,URY,8,2023,13.235194,7865945.0
Antigua and Barbuda,ATG,8,2023,28.26712,644826.0
Argentina,ARG,8,2023,10.890883,195805970.0
Belize,BLZ,8,2023,27.98348,667898.0
Canada,CAN,8,2023,13.244102,549299000.0
Costa Rica,CRI,8,2023,24.244478,8279033.5
Bolivia,BOL,8,2023,20.941936,23359406.0
Haiti,HTI,8,2023,27.65323,3522026.0
Jamaica,JAM,8,2023,28.66915,7648698.0
Guatemala,GTM,8,2023,25.052496,20382320.0
Trinidad and Tobago,TTO,8,2023,27.70622,34317936.0
United States,USA,8,2023,22.189846,4911391000.0
Peru,PER,8,2023,19.727873,55863636.0
Dominican Republic,DOM,9,2023,26.832127,32019646.0
Trinidad and Tobago,TTO,9,2023,28.242754,34317936.0
Peru,PER,9,2023,20.29513,55863636.0
Costa Rica,CRI,9,2023,24.243769,8279033.5
Cuba,CUB,9,2023,27.978287,23097436.0
Colombia,COL,9,2023,25.313976,105238664.0
Panama,PAN,9,2023,25.994215,14018338.0
Belize,BLZ,9,2023,27.759512,667898.0
Chile,CHL,9,2023,7.2288065,77287704.0
Paraguay,PRY,9,2023,26.259611,8139286.0
Suriname,SUR,9,2023,28.825804,2647446.0
Mexico,MEX,9,2023,25.684515,482623460.0
Antigua and Barbuda,ATG,9,2023,28.483368,644826.0
Bolivia,BOL,9,2023,22.961124,23359406.0
Uruguay,URY,9,2023,14.342899,7865945.0
Guatemala,GTM,9,2023,24.838015,20382320.0
Honduras,HND,9,2023,25.569805,11042214.0
Haiti,HTI,9,2023,27.386015,3522026.0
Guyana,GUY,9,2023,28.055496,3545070.0
Venezuela,VEN,9,2023,27.061947,99568900.0
Nicaragua,NIC,9,2023,26.933977,5588379.0
Argentina,ARG,9,2023,12.237228,195805970.0
El Salvador,SLV,9,2023,27.627178,8230260.0
Bahamas,BHS,9,2023,28.586422,2505352.0
Ecuador,ECU,9,2023,21.978962,43172870.0
Canada,CAN,9,2023,8.797865,549299000.0
United States,USA,9,2023,17.964678,4911391000.0
Brazil,BRA,9,2023,27.089455,486470080.0
Jamaica,JAM,9,2023,28.365295,7648698.0
Brazil,BRA,10,2023,27.54982,486470080.0
Canada,CAN,10,2023,1.1737078,549299000.0
Bolivia,BOL,10,2023,24.362091,23359406.0
Chile,CHL,10,2023,9.025736,77287704.0
Suriname,SUR,10,2023,29.407713,2647446.0
Antigua and Barbuda,ATG,10,2023,27.982788,644826.0
Uruguay,URY,10,2023,16.525023,7865945.0
Guatemala,GTM,10,2023,24.390797,20382320.0
Mexico,MEX,10,2023,22.295929,482623460.0
Argentina,ARG,10,2023,15.697751,195805970.0
United States,USA,10,2023,11.079592,4911391000.0
Jamaica,JAM,10,2023,27.547457,7648698.0
Guyana,GUY,10,2023,28.339893,3545070.0
Venezuela,VEN,10,2023,27.107403,99568900.0
Haiti,HTI,10,2023,26.726725,3522026.0
Honduras,HND,10,2023,24.920818,11042214.0
Dominican Republic,DOM,10,2023,26.390017,32019646.0
Bahamas,BHS,10,2023,27.561218,2505352.0
Costa Rica,CRI,10,2023,23.826725,8279033.5
Ecuador,ECU,10,2023,22.294907,43172870.0
Panama,PAN,10,2023,25.585957,14018338.0
Trinidad and Tobago,TTO,10,2023,28.0355,34317936.0
Peru,PER,10,2023,20.943668,55863636.0
Paraguay,PRY,10,2023,27.557035,8139286.0
Belize,BLZ,10,2023,27.598879,667898.0
Colombia,COL,10,2023,25.297085,105238664.0
Nicaragua,NIC,10,2023,26.405401,5588379.0
Cuba,CUB,10,2023,26.954266,23097436.0
El Salvador,SLV,10,2023,26.420593,8230260.0
Antigua and Barbuda,ATG,11,2023,27.36319,644826.0
United States,USA,11,2023,4.680232,4911391000.0
Argentina,ARG,11,2023,18.257261,195805970.0
Bolivia,BOL,11,2023,24.318476,23359406.0
Uruguay,URY,11,2023,19.589882,7865945.0
Trinidad and Tobago,TTO,11,2023,26.844833,34317936.0
Venezuela,VEN,11,2023,26.797552,99568900.0
Bahamas,BHS,11,2023,26.130453,2505352.0
Suriname,SUR,11,2023,28.62412,2647446.0
Belize,BLZ,11,2023,25.339203,667898.0
Guyana,GUY,11,2023,27.391005,3545070.0
Paraguay,PRY,11,2023,29.068213,8139286.0
Guatemala,GTM,11,2023,22.803751,20382320.0
Panama,PAN,11,2023,25.476616,14018338.0
Dominican Republic,DOM,11,2023,25.210993,32019646.0
Peru,PER,11,2023,20.466223,55863636.0
Costa Rica,CRI,11,2023,23.74541,8279033.5
Haiti,HTI,11,2023,25.978788,3522026.0
Cuba,CUB,11,2023,25.726183,23097436.0
Ecuador,ECU,11,2023,22.081915,43172870.0
Mexico,MEX,11,2023,18.806295,482623460.0
El Salvador,SLV,11,2023,26.296106,8230260.0
Brazil,BRA,11,2023,27.350903,486470080.0
Nicaragua,NIC,11,2023,25.861403,5588379.0
Jamaica,JAM,11,2023,26.789938,7648698.0
Canada,CAN,11,2023,-8.015125,549299000.0
Colombia,COL,11,2023,25.032286,105238664.0
Chile,CHL,11,2023,10.0938635,77287704.0
Honduras,HND,11,2023,23.665688,11042214.0
United States,USA,12,2023,1.1658766,4911391000.0
Jamaica,JAM,12,2023,25.693304,7648698.0
Antigua and Barbuda,ATG,12,2023,26.36856,644826.0
Mexico,MEX,12,2023,16.101824,482623460.0
Uruguay,URY,12,2023,21.660982,7865945.0
Guyana,GUY,12,2023,26.420666,3545070.0
Venezuela,VEN,12,2023,27.087238,99568900.0
Honduras,HND,12,2023,22.66078,11042214.0
Haiti,HTI,12,2023,24.48957,3522026.0
Guatemala,GTM,12,2023,21.52236,20382320.0
Chile,CHL,12,2023,12.831151,77287704.0
Belize,BLZ,12,2023,23.834637,667898.0
Colombia,COL,12,2023,25.065199,105238664.0
Costa Rica,CRI,12,2023,23.466513,8279033.5
Brazil,BRA,12,2023,26.796598,486470080.0
Suriname,SUR,12,2023,27.154753,2647446.0
Bolivia,BOL,12,2023,23.783138,23359406.0
Canada,CAN,12,2023,-11.390243,549299000.0
El Salvador,SLV,12,2023,26.451675,8230260.0
Nicaragua,NIC,12,2023,25.428432,5588379.0
Argentina,ARG,12,2023,20.585903,195805970.0
Cuba,CUB,12,2023,23.958273,23097436.0
Peru,PER,12,2023,20.402475,55863636.0
Trinidad and Tobago,TTO,12,2023,26.590858,34317936.0
Paraguay,PRY,12,2023,29.390234,8139286.0
Panama,PAN,12,2023,25.797297,14018338.0
Bahamas,BHS,12,2023,24.174574,2505352.0
Dominican Republic,DOM,12,2023,23.742445,32019646.0
Ecuador,ECU,12,2023,21.967232,43172870.0
Colombia,COL,1,2022,24.61467,98292510.0
Chile,CHL,1,2022,13.102018,82536910.0
Costa Rica,CRI,1,2022,22.007135,7847264.0
Dominican Republic,DOM,1,2022,22.905544,30430802.0
Panama,PAN,1,2022,24.413294,11355507.0
Paraguay,PRY,1,2022,30.593283,8107423.0
Peru,PER,1,2022,19.63349,54792984.0
Cuba,CUB,1,2022,23.058334,21882280.0
Bolivia,BOL,1,2022,22.521524,22378240.0
Belize,BLZ,1,2022,23.463385,632438.0
Trinidad and Tobago,TTO,1,2022,25.13199,36305908.0
Suriname,SUR,1,2022,24.960691,2639782.0
Brazil,BRA,1,2022,25.326487,483840580.0
Canada,CAN,1,2022,-22.231203,550611650.0
Ecuador,ECU,1,2022,21.500978,40522028.0
Haiti,HTI,1,2022,23.620518,3380945.0
Guyana,GUY,1,2022,24.489264,3627187.0
Honduras,HND,1,2022,22.09884,10481529.0
Guatemala,GTM,1,2022,21.029001,19113738.0
Jamaica,JAM,1,2022,24.745869,7136817.0
Nicaragua,NIC,1,2022,24.230766,5296130.0
El Salvador,SLV,1,2022,25.916086,7800193.0
Mexico,MEX,1,2022,15.54777,465335650.0
Venezuela,VEN,1,2022,25.083366,87514590.0
Antigua and Barbuda,ATG,1,2022,25.122253,618115.0
Argentina,ARG,1,2022,22.577938,204080690.0
Bahamas,BHS,1,2022,23.161894,2401664.0
Uruguay,URY,1,2022,25.512094,7819847.0
United States,USA,1,2022,-3.3727252,5078871000.0
Chile,CHL,2,2022,13.258447,82536910.0
United States,USA,2,2022,-1.6219887,5078871000.0
Colombia,COL,2,2022,24.51982,98292510.0
Guyana,GUY,2,2022,24.60542,3627187.0
Canada,CAN,2,2022,-21.801727,550611650.0
Guatemala,GTM,2,2022,21.604868,19113738.0
Mexico,MEX,2,2022,16.014658,465335650.0
Dominican Republic,DOM,2,2022,22.681942,30430802.0
Antigua and Barbuda,ATG,2,2022,24.764648,618115.0
Panama,PAN,2,2022,24.610622,11355507.0
Paraguay,PRY,2,2022,28.62304,8107423.0
El Salvador,SLV,2,2022,26.554962,7800193.0
Nicaragua,NIC,2,2022,24.638891,5296130.0
Ecuador,ECU,2,2022,21.202322,40522028.0
Peru,PER,2,2022,19.147923,54792984.0
Costa Rica,CRI,2,2022,22.149256,7847264.0
Haiti,HTI,2,2022,23.498623,3380945.0
Venezuela,VEN,2,2022,25.737804,87514590.0
Uruguay,URY,2,2022,22.907547,7819847.0
Cuba,CUB,2,2022,24.172832,21882280.0
Argentina,ARG,2,2022,20.362423,204080690.0
Brazil,BRA,2,2022,25.304464,483840580.0
Belize,BLZ,2,2022,24.193922,632438.0
Bahamas,BHS,2,2022,23.951895,2401664.0
Trinidad and Tobago,TTO,2,2022,25.459246,36305908.0
Jamaica,JAM,2,2022,24.887547,7136817.0
Suriname,SUR,2,2022,24.799469,2639782.0
Bolivia,BOL,2,2022,21.759115,22378240.0
Honduras,HND,2,2022,22.481476,10481529.0
Argentina,ARG,3,2022,17.367535,204080690.0
Cuba,CUB,3,2022,25.063541,21882280.0
Costa Rica,CRI,3,2022,22.98868,7847264.0
El Salvador,SLV,3,2022,27.525782,7800193.0
Antigua and Barbuda,ATG,3,2022,24.883698,618115.0
Panama,PAN,3,2022,25.05965,11355507.0
Jamaica,JAM,3,2022,25.549377,7136817.0
Trinidad and Tobago,TTO,3,2022,25.678719,36305908.0
Dominican Republic,DOM,3,2022,23.460585,30430802.0
Bahamas,BHS,3,2022,24.602377,2401664.0
Belize,BLZ,3,2022,25.655134,632438.0
Nicaragua,NIC,3,2022,25.680086,5296130.0
Venezuela,VEN,3,2022,25.825796,87514590.0
Peru,PER,3,2022,19.083946,54792984.0
Uruguay,URY,3,2022,19.686548,7819847.0
Ecuador,ECU,3,2022,21.321781,40522028.0
Paraguay,PRY,3,2022,26.125319,8107423.0
Guatemala,GTM,3,2022,23.53286,19113738.0
Haiti,HTI,3,2022,24.430643,3380945.0
Guyana,GUY,3,2022,25.008709,3627187.0
Honduras,HND,3,2022,23.974669,10481529.0
Canada,CAN,3,2022,-13.499313,550611650.0
Brazil,BRA,3,2022,25.060286,483840580.0
United States,USA,3,2022,4.2809362,5078871000.0
Colombia,COL,3,2022,24.227581,98292510.0
Chile,CHL,3,2022,11.412586,82536910.0
Mexico,MEX,3,2022,19.088524,465335650.0
Bolivia,BOL,3,2022,20.91254,22378240.0
Suriname,SUR,3,2022,25.10264,2639782.0
Honduras,HND,4,2022,25.205753,10481529.0
Haiti,HTI,4,2022,24.494152,3380945.0
Mexico,MEX,4,2022,22.81558,465335650.0
Nicaragua,NIC,4,2022,26.623644,5296130.0
Guyana,GUY,4,2022,25.35093,3627187.0
Venezuela,VEN,4,2022,26.278107,87514590.0
Jamaica,JAM,4,2022,25.40711,7136817.0
Guatemala,GTM,4,2022,25.14777,19113738.0
United States,USA,4,2022,8.488442,5078871000.0
Trinidad and Tobago,TTO,4,2022,26.08876,36305908.0
Peru,PER,4,2022,18.98376,54792984.0
Uruguay,URY,4,2022,17.230389,7819847.0
Paraguay,PRY,4,2022,24.900314,8107423.0
Antigua and Barbuda,ATG,4,2022,25.110474,618115.0
Chile,CHL,4,2022,8.820022,82536910.0
Costa Rica,CRI,4,2022,23.447985,7847264.0
Canada,CAN,4,2022,-6.9430213,550611650.0
Argentina,ARG,4,2022,14.150208,204080690.0
Bahamas,BHS,4,2022,24.794254,2401664.0
Cuba,CUB,4,2022,25.370895,21882280.0
Brazil,BRA,4,2022,24.973469,483840580.0
Suriname,SUR,4,2022,25.37118,2639782.0
El Salvador,SLV,4,2022,27.837378,7800193.0
Ecuador,ECU,4,2022,21.419312,40522028.0
Belize,BLZ,4,2022,27.103502,632438.0
Panama,PAN,4,2022,25.147202,11355507.0
Dominican Republic,DOM,4,2022,23.652964,30430802.0
Bolivia,BOL,4,2022,20.958794,22378240.0
Colombia,COL,4,2022,24.046516,98292510.0
Guatemala,GTM,5,2022,25.730282,19113738.0
Bolivia,BOL,5,2022,18.053171,22378240.0
Honduras,HND,5,2022,25.10469,10481529.0
Brazil,BRA,5,2022,23.611048,483840580.0
Suriname,SUR,5,2022,25.376377,2639782.0
Canada,CAN,5,2022,2.9068413,550611650.0
Guyana,GUY,5,2022,25.010057,3627187.0
Haiti,HTI,5,2022,25.747452,3380945.0
Chile,CHL,5,2022,6.658822,82536910.0
Panama,PAN,5,2022,25.271084,11355507.0
Antigua and Barbuda,ATG,5,2022,26.330963,618115.0
Uruguay,URY,5,2022,12.674119,7819847.0
Paraguay,PRY,5,2022,18.910873,8107423.0
Trinidad and Tobago,TTO,5,2022,26.748705,36305908.0
Peru,PER,5,2022,18.243797,54792984.0
Bahamas,BHS,5,2022,25.950699,2401664.0
Venezuela,VEN,5,2022,25.419703,87514590.0
El Salvador,SLV,5,2022,26.661762,7800193.0
Nicaragua,NIC,5,2022,26.278877,5296130.0
Jamaica,JAM,5,2022,26.372334,7136817.0
Ecuador,ECU,5,2022,20.778393,40522028.0
Dominican Republic,DOM,5,2022,24.95872,30430802.0
Cuba,CUB,5,2022,26.159534,21882280.0
Mexico,MEX,5,2022,25.13033,465335650.0
United States,USA,5,2022,15.128978,5078871000.0
Belize,BLZ,5,2022,27.885,632438.0
Argentina,ARG,5,2022,9.680323,204080690.0
Costa Rica,CRI,5,2022,23.538263,7847264.0
Colombia,COL,5,2022,23.776085,98292510.0
Jamaica,JAM,6,2022,26.985394,7136817.0
Trinidad and Tobago,TTO,6,2022,25.989546,36305908.0
Venezuela,VEN,6,2022,24.458078,87514590.0
United States,USA,6,2022,20.608007,5078871000.0
Mexico,MEX,6,2022,25.188423,465335650.0
Peru,PER,6,2022,17.50308,54792984.0
Nicaragua,NIC,6,2022,25.18016,5296130.0
Uruguay,URY,6,2022,9.593561,7819847.0
Panama,PAN,6,2022,24.547543,11355507.0
Paraguay,PRY,6,2022,17.45567,8107423.0
Suriname,SUR,6,2022,25.270832,2639782.0
Guatemala,GTM,6,2022,23.873056,19113738.0
Cuba,CUB,6,2022,26.8137,21882280.0
Antigua and Barbuda,ATG,6,2022,26.925049,618115.0
Honduras,HND,6,2022,24.009745,10481529.0
Costa Rica,CRI,6,2022,22.733612,7847264.0
Haiti,HTI,6,2022,26.440428,3380945.0
Guyana,GUY,6,2022,24.68312,3627187.0
El Salvador,SLV,6,2022,25.295698,7800193.0
Dominican Republic,DOM,6,2022,25.831432,30430802.0
Bahamas,BHS,6,2022,27.185995,2401664.0
Ecuador,ECU,6,2022,20.047407,40522028.0
Argentina,ARG,6,2022,6.7550597,204080690.0
Chile,CHL,6,2022,4.20939,82536910.0
Canada,CAN,6,2022,10.836867,550611650.0
Bolivia,BOL,6,2022,16.829718,22378240.0
Brazil,BRA,6,2022,23.136229,483840580.0
Colombia,COL,6,2022,23.082653,98292510.0
Belize,BLZ,6,2022,27.008266,632438.0
Argentina,ARG,7,2022,8.1921625,204080690.0
Mexico,MEX,7,2022,25.377792,465335650.0
Chile,CHL,7,2022,3.845197,82536910.0
Trinidad and Tobago,TTO,7,2022,26.441738,36305908.0
Colombia,COL,7,2022,23.55381,98292510.0
Belize,BLZ,7,2022,27.097279,632438.0
United States,USA,7,2022,23.184889,5078871000.0
Peru,PER,7,2022,18.308844,54792984.0
Jamaica,JAM,7,2022,27.69273,7136817.0
Canada,CAN,7,2022,14.591425,550611650.0
Uruguay,URY,7,2022,12.90482,7819847.0
Antigua and Barbuda,ATG,7,2022,26.924835,618115.0
Cuba,CUB,7,2022,27.720726,21882280.0
El Salvador,SLV,7,2022,26.81087,7800193.0
Dominican Republic,DOM,7,2022,25.629393,30430802.0
Bahamas,BHS,7,2022,27.940022,2401664.0
Panama,PAN,7,2022,24.97795,11355507.0
Ecuador,ECU,7,2022,20.0583,40522028.0
Nicaragua,NIC,7,2022,25.693592,5296130.0
Brazil,BRA,7,2022,24.171156,483840580.0
Paraguay,PRY,7,2022,22.732718,8107423.0
Bolivia,BOL,7,2022,19.586802,22378240.0
Haiti,HTI,7,2022,26.640474,3380945.0
