Entity,Code,Month,Year,Temperature,emissions_total
Belize,BLZ,1,1996,21.891396,307776.0
Trinidad and Tobago,TTO,1,1996,25.277422,18458328.0
Suriname,SUR,1,1996,24.73531,2082514.0
Brazil,BRA,1,1996,25.039312,289311000.0
Canada,CAN,1,1996,-25.150976,507728670.0
Ecuador,ECU,1,1996,20.32539,25299900.0
Haiti,HTI,1,1996,22.691763,1018592.0
Guyana,GUY,1,1996,24.380772,1652464.0
Honduras,HND,1,1996,20.575636,3875521.0
Guatemala,GTM,1,1996,19.546118,6571124.0
Jamaica,JAM,1,1996,23.391422,9687622.0
Nicaragua,NIC,1,1996,23.54906,2847245.0
El Salvador,SLV,1,1996,24.183445,4414490.0
Mexico,MEX,1,1996,15.137593,341543940.0
Venezuela,VEN,1,1996,24.88775,118253256.0
Antigua and Barbuda,ATG,1,1996,25.20633,289456.0
Argentina,ARG,1,1996,20.475397,131149500.0
Bahamas,BHS,1,1996,22.474566,1813680.0
Uruguay,URY,1,1996,23.294443,5405165.0
United States,USA,1,1996,-4.3535075,5612983000.0
Chile,CHL,2,1996,12.468595,48226292.0
United States,USA,2,1996,-1.2926059,5612983000.0
Colombia,COL,2,1996,23.34274,59912670.0
Guyana,GUY,2,1996,24.560936,1652464.0
Canada,CAN,2,1996,-18.77708,507728670.0
Guatemala,GTM,2,1996,20.901033,6571124.0
Mexico,MEX,2,1996,17.640808,341543940.0
Dominican Republic,DOM,2,1996,22.297506,16484352.0
Antigua and Barbuda,ATG,2,1996,24.783417,289456.0
Panama,PAN,2,1996,24.098427,4446773.0
Paraguay,PRY,2,1996,27.054245,3718801.0
El Salvador,SLV,2,1996,25.38133,4414490.0
Nicaragua,NIC,2,1996,24.222702,2847245.0
Ecuador,ECU,2,1996,20.367414,25299900.0
Peru,PER,2,1996,18.894781,24717086.0
Costa Rica,CRI,2,1996,22.030125,4686377.0
Haiti,HTI,2,1996,22.877165,1018592.0
Venezuela,VEN,2,1996,25.160778,118253256.0
Uruguay,URY,2,1996,22.790838,5405165.0
Cuba,CUB,2,1996,22.06173,23332950.0
Argentina,ARG,2,1996,19.412569,131149500.0
Brazil,BRA,2,1996,25.211102,289311000.0
Belize,BLZ,2,1996,22.91693,307776.0
Bahamas,BHS,2,1996,21.779575,1813680.0
Trinidad and Tobago,TTO,2,1996,25.582352,18458328.0
Jamaica,JAM,2,1996,23.247076,9687622.0
Suriname,SUR,2,1996,24.857954,2082514.0
Bolivia,BOL,2,1996,21.239883,10016150.0
Honduras,HND,2,1996,21.603205,3875521.0
Argentina,ARG,3,1996,18.546125,131149500.0
Cuba,CUB,3,1996,22.981743,23332950.0
Costa Rica,CRI,3,1996,22.563972,4686377.0
El Salvador,SLV,3,1996,25.717968,4414490.0
Antigua and Barbuda,ATG,3,1996,24.979645,289456.0
Panama,PAN,3,1996,24.493927,4446773.0
Jamaica,JAM,3,1996,23.461594,9687622.0
Trinidad and Tobago,TTO,3,1996,25.600134,18458328.0
Dominican Republic,DOM,3,1996,22.664848,16484352.0
Bahamas,BHS,3,1996,22.307217,1813680.0
Belize,BLZ,3,1996,23.560282,307776.0
Nicaragua,NIC,3,1996,24.93875,2847245.0
Venezuela,VEN,3,1996,25.986012,118253256.0
Peru,PER,3,1996,18.967073,24717086.0
Uruguay,URY,3,1996,21.85144,5405165.0
Ecuador,ECU,3,1996,20.669987,25299900.0
Paraguay,PRY,3,1996,25.630884,3718801.0
Guatemala,GTM,3,1996,21.641386,6571124.0
Haiti,HTI,3,1996,23.200787,1018592.0
Guyana,GUY,3,1996,25.113255,1652464.0
Honduras,HND,3,1996,22.240671,3875521.0
Canada,CAN,3,1996,-16.15203,507728670.0
Brazil,BRA,3,1996,24.934217,289311000.0
United States,USA,3,1996,1.5641863,5612983000.0
Colombia,COL,3,1996,23.90134,59912670.0
Chile,CHL,3,1996,11.5650835,48226292.0
Mexico,MEX,3,1996,18.201763,341543940.0
Bolivia,BOL,3,1996,20.70712,10016150.0
Suriname,SUR,3,1996,25.33963,2082514.0
Honduras,HND,4,1996,24.71314,3875521.0
Haiti,HTI,4,1996,23.90435,1018592.0
Mexico,MEX,4,1996,21.437061,341543940.0
Nicaragua,NIC,4,1996,26.653307,2847245.0
Guyana,GUY,4,1996,25.74171,1652464.0
Venezuela,VEN,4,1996,26.25684,118253256.0
Jamaica,JAM,4,1996,24.657246,9687622.0
Guatemala,GTM,4,1996,23.584763,6571124.0
United States,USA,4,1996,7.8934836,5612983000.0
Trinidad and Tobago,TTO,4,1996,26.018007,18458328.0
Peru,PER,4,1996,18.781069,24717086.0
Uruguay,URY,4,1996,18.280834,5405165.0
Paraguay,PRY,4,1996,24.082453,3718801.0
Antigua and Barbuda,ATG,4,1996,25.049011,289456.0
Chile,CHL,4,1996,8.830746,48226292.0
Costa Rica,CRI,4,1996,23.27233,4686377.0
Canada,CAN,4,1996,-6.136016,507728670.0
Argentina,ARG,4,1996,14.138338,131149500.0
Bahamas,BHS,4,1996,23.85286,1813680.0
Cuba,CUB,4,1996,25.18858,23332950.0
Brazil,BRA,4,1996,24.489027,289311000.0
Suriname,SUR,4,1996,25.954752,2082514.0
El Salvador,SLV,4,1996,26.997555,4414490.0
Ecuador,ECU,4,1996,20.31952,25299900.0
Belize,BLZ,4,1996,25.952381,307776.0
Panama,PAN,4,1996,24.860638,4446773.0
Dominican Republic,DOM,4,1996,23.13173,16484352.0
Bolivia,BOL,4,1996,20.216305,10016150.0
Colombia,COL,4,1996,23.52613,59912670.0
Guatemala,GTM,5,1996,23.793938,6571124.0
Bolivia,BOL,5,1996,18.700472,10016150.0
Honduras,HND,5,1996,24.091343,3875521.0
Brazil,BRA,5,1996,23.74256,289311000.0
Suriname,SUR,5,1996,25.189919,2082514.0
Canada,CAN,5,1996,0.9889809,507728670.0
Guyana,GUY,5,1996,24.729591,1652464.0
Haiti,HTI,5,1996,24.65057,1018592.0
Chile,CHL,5,1996,7.6770864,48226292.0
Panama,PAN,5,1996,24.403833,4446773.0
Antigua and Barbuda,ATG,5,1996,25.858551,289456.0
Uruguay,URY,5,1996,13.606758,5405165.0
Paraguay,PRY,5,1996,21.106659,3718801.0
Trinidad and Tobago,TTO,5,1996,26.212597,18458328.0
Peru,PER,5,1996,18.354286,24717086.0
Bahamas,BHS,5,1996,25.414232,1813680.0
Venezuela,VEN,5,1996,24.759094,118253256.0
El Salvador,SLV,5,1996,25.804527,4414490.0
Nicaragua,NIC,5,1996,25.597868,2847245.0
Jamaica,JAM,5,1996,25.38198,9687622.0
Ecuador,ECU,5,1996,20.318153,25299900.0
Dominican Republic,DOM,5,1996,24.017357,16484352.0
Cuba,CUB,5,1996,25.92119,23332950.0
Mexico,MEX,5,1996,24.901913,341543940.0
United States,USA,5,1996,14.351651,5612983000.0
Belize,BLZ,5,1996,26.548,307776.0
Argentina,ARG,5,1996,11.905044,131149500.0
Costa Rica,CRI,5,1996,22.836754,4686377.0
Colombia,COL,5,1996,22.9653,59912670.0
Jamaica,JAM,6,1996,26.149439,9687622.0
Trinidad and Tobago,TTO,6,1996,25.90423,18458328.0
Venezuela,VEN,6,1996,23.988678,118253256.0
United States,USA,6,1996,19.337149,5612983000.0
Mexico,MEX,6,1996,25.033346,341543940.0
Peru,PER,6,1996,17.17311,24717086.0
Nicaragua,NIC,6,1996,25.537052,2847245.0
Uruguay,URY,6,1996,9.33261,5405165.0
Panama,PAN,6,1996,24.39996,4446773.0
Paraguay,PRY,6,1996,16.083796,3718801.0
Suriname,SUR,6,1996,24.718283,2082514.0
Guatemala,GTM,6,1996,23.659586,6571124.0
Cuba,CUB,6,1996,26.422697,23332950.0
Antigua and Barbuda,ATG,6,1996,26.292908,289456.0
Honduras,HND,6,1996,24.413359,3875521.0
Costa Rica,CRI,6,1996,22.797735,4686377.0
Haiti,HTI,6,1996,25.46465,1018592.0
Guyana,GUY,6,1996,23.99573,1652464.0
El Salvador,SLV,6,1996,25.508774,4414490.0
Dominican Republic,DOM,6,1996,24.725119,16484352.0
Bahamas,BHS,6,1996,26.522696,1813680.0
Ecuador,ECU,6,1996,19.171408,25299900.0
Argentina,ARG,6,1996,6.434457,131149500.0
Chile,CHL,6,1996,4.136999,48226292.0
Canada,CAN,6,1996,10.1779585,507728670.0
Bolivia,BOL,6,1996,15.534583,10016150.0
Brazil,BRA,6,1996,22.561056,289311000.0
Colombia,COL,6,1996,22.543608,59912670.0
Belize,BLZ,6,1996,27.02479,307776.0
Argentina,ARG,7,1996,6.8539534,131149500.0
Mexico,MEX,7,1996,24.976358,341543940.0
Chile,CHL,7,1996,4.9835415,48226292.0
Trinidad and Tobago,TTO,7,1996,25.849497,18458328.0
Colombia,COL,7,1996,22.490324,59912670.0
Belize,BLZ,7,1996,26.446835,307776.0
United States,USA,7,1996,21.534014,5612983000.0
Peru,PER,7,1996,17.067312,24717086.0
Jamaica,JAM,7,1996,26.5811,9687622.0
Canada,CAN,7,1996,13.730152,507728670.0
Uruguay,URY,7,1996,8.611044,5405165.0
Antigua and Barbuda,ATG,7,1996,26.602997,289456.0
Cuba,CUB,7,1996,27.544647,23332950.0
El Salvador,SLV,7,1996,25.270872,4414490.0
Dominican Republic,DOM,7,1996,25.068455,16484352.0
Bahamas,BHS,7,1996,27.558317,1813680.0
Panama,PAN,7,1996,24.286905,4446773.0
Ecuador,ECU,7,1996,18.629026,25299900.0
Nicaragua,NIC,7,1996,24.924164,2847245.0
Brazil,BRA,7,1996,22.95612,289311000.0
Paraguay,PRY,7,1996,17.022375,3718801.0
Bolivia,BOL,7,1996,16.623058,10016150.0
Haiti,HTI,7,1996,26.006088,1018592.0
Suriname,SUR,7,1996,24.895184,2082514.0
Guyana,GUY,7,1996,24.269629,1652464.0
Venezuela,VEN,7,1996,23.92569,118253256.0
Guatemala,GTM,7,1996,23.173807,6571124.0
Costa Rica,CRI,7,1996,22.683304,4686377.0
Honduras,HND,7,1996,23.483192,3875521.0
Honduras,HND,8,1996,23.297485,3875521.0
Brazil,BRA,8,1996,24.390085,289311000.0
Dominican Republic,DOM,8,1996,25.112873,16484352.0
Ecuador,ECU,8,1996,19.249384,25299900.0
Bahamas,BHS,8,1996,27.5575,1813680.0
El Salvador,SLV,8,1996,25.182495,4414490.0
Panama,PAN,8,1996,24.333994,4446773.0
Nicaragua,NIC,8,1996,24.906624,2847245.0
Colombia,COL,8,1996,23.025995,59912670.0
Paraguay,PRY,8,1996,22.395473,3718801.0
Venezuela,VEN,8,1996,24.55766,118253256.0
Mexico,MEX,8,1996,23.904522,341543940.0
Guyana,GUY,8,1996,25.029377,1652464.0
Chile,CHL,8,1996,5.5908184,48226292.0
Cuba,CUB,8,1996,27.55538,23332950.0
Suriname,SUR,8,1996,25.734753,2082514.0
Uruguay,URY,8,1996,14.284365,5405165.0
Antigua and Barbuda,ATG,8,1996,26.910004,289456.0
Argentina,ARG,8,1996,10.94508,131149500.0
Belize,BLZ,8,1996,26.17467,307776.0
Canada,CAN,8,1996,11.731658,507728670.0
Costa Rica,CRI,8,1996,22.568865,4686377.0
Bolivia,BOL,8,1996,19.663656,10016150.0
Haiti,HTI,8,1996,25.912893,1018592.0
Jamaica,JAM,8,1996,26.199932,9687622.0
Guatemala,GTM,8,1996,23.000813,6571124.0
Trinidad and Tobago,TTO,8,1996,26.309196,18458328.0
United States,USA,8,1996,20.42612,5612983000.0
Peru,PER,8,1996,17.895338,24717086.0
Dominican Republic,DOM,9,1996,24.841402,16484352.0
Trinidad and Tobago,TTO,9,1996,26.578129,18458328.0
Peru,PER,9,1996,18.136782,24717086.0
Costa Rica,CRI,9,1996,22.858572,4686377.0
Cuba,CUB,9,1996,27.026136,23332950.0
Colombia,COL,9,1996,23.266798,59912670.0
Panama,PAN,9,1996,24.466457,4446773.0
Belize,BLZ,9,1996,26.917261,307776.0
Chile,CHL,9,1996,7.2543254,48226292.0
Paraguay,PRY,9,1996,21.05395,3718801.0
Suriname,SUR,9,1996,27.203655,2082514.0
Mexico,MEX,9,1996,23.149994,341543940.0
Antigua and Barbuda,ATG,9,1996,26.902802,289456.0
Bolivia,BOL,9,1996,19.068472,10016150.0
Uruguay,URY,9,1996,13.572468,5405165.0
Guatemala,GTM,9,1996,23.769918,6571124.0
Honduras,HND,9,1996,24.058617,3875521.0
Haiti,HTI,9,1996,25.691347,1018592.0
Guyana,GUY,9,1996,26.087513,1652464.0
Venezuela,VEN,9,1996,25.02525,118253256.0
Nicaragua,NIC,9,1996,25.259897,2847245.0
Argentina,ARG,9,1996,11.891477,131149500.0
El Salvador,SLV,9,1996,25.191036,4414490.0
Bahamas,BHS,9,1996,27.28318,1813680.0
Ecuador,ECU,9,1996,19.295422,25299900.0
Canada,CAN,9,1996,6.3270783,507728670.0
United States,USA,9,1996,15.280526,5612983000.0
Brazil,BRA,9,1996,25.145578,289311000.0
Jamaica,JAM,9,1996,26.140717,9687622.0
Brazil,BRA,10,1996,25.436436,289311000.0
Canada,CAN,10,1996,-3.4796343,507728670.0
Bolivia,BOL,10,1996,21.019884,10016150.0
Chile,CHL,10,1996,8.838102,48226292.0
Suriname,SUR,10,1996,27.638134,2082514.0
Antigua and Barbuda,ATG,10,1996,26.688019,289456.0
Uruguay,URY,10,1996,17.758104,5405165.0
Guatemala,GTM,10,1996,22.60663,6571124.0
Mexico,MEX,10,1996,20.948631,341543940.0
Argentina,ARG,10,1996,15.528356,131149500.0
United States,USA,10,1996,8.738333,5612983000.0
Jamaica,JAM,10,1996,25.405233,9687622.0
Guyana,GUY,10,1996,26.444086,1652464.0
Venezuela,VEN,10,1996,25.08125,118253256.0
Haiti,HTI,10,1996,25.013676,1018592.0
Honduras,HND,10,1996,23.078959,3875521.0
Dominican Republic,DOM,10,1996,24.499323,16484352.0
Bahamas,BHS,10,1996,26.156488,1813680.0
Costa Rica,CRI,10,1996,22.535955,4686377.0
Ecuador,ECU,10,1996,19.495796,25299900.0
Panama,PAN,10,1996,24.13766,4446773.0
Trinidad and Tobago,TTO,10,1996,26.51529,18458328.0
Peru,PER,10,1996,18.603638,24717086.0
Paraguay,PRY,10,1996,24.387135,3718801.0
Belize,BLZ,10,1996,25.620193,307776.0
Colombia,COL,10,1996,23.246548,59912670.0
Nicaragua,NIC,10,1996,24.894835,2847245.0
Cuba,CUB,10,1996,25.782635,23332950.0
El Salvador,SLV,10,1996,24.697924,4414490.0
Antigua and Barbuda,ATG,11,1996,26.140778,289456.0
United States,USA,11,1996,1.5110059,5612983000.0
Argentina,ARG,11,1996,18.55146,131149500.0
Bolivia,BOL,11,1996,20.89929,10016150.0
Uruguay,URY,11,1996,20.667194,5405165.0
Trinidad and Tobago,TTO,11,1996,25.767275,18458328.0
Venezuela,VEN,11,1996,24.90898,118253256.0
Bahamas,BHS,11,1996,24.591824,1813680.0
Suriname,SUR,11,1996,26.380056,2082514.0
Belize,BLZ,11,1996,23.363535,307776.0
Guyana,GUY,11,1996,25.846815,1652464.0
Paraguay,PRY,11,1996,25.657558,3718801.0
Guatemala,GTM,11,1996,20.984324,6571124.0
Panama,PAN,11,1996,23.873821,4446773.0
Dominican Republic,DOM,11,1996,23.096079,16484352.0
Peru,PER,11,1996,18.659225,24717086.0
Costa Rica,CRI,11,1996,22.053162,4686377.0
Haiti,HTI,11,1996,23.846674,1018592.0
Cuba,CUB,11,1996,24.344393,23332950.0
Ecuador,ECU,11,1996,19.79949,25299900.0
Mexico,MEX,11,1996,17.982353,341543940.0
El Salvador,SLV,11,1996,24.367435,4414490.0
Brazil,BRA,11,1996,25.163088,289311000.0
Nicaragua,NIC,11,1996,24.1088,2847245.0
Jamaica,JAM,11,1996,24.411596,9687622.0
Canada,CAN,11,1996,-12.624895,507728670.0
Colombia,COL,11,1996,23.296392,59912670.0
Chile,CHL,11,1996,10.551269,48226292.0
Honduras,HND,11,1996,21.460087,3875521.0
United States,USA,12,1996,-1.9346024,5612983000.0
Jamaica,JAM,12,1996,23.20784,9687622.0
Antigua and Barbuda,ATG,12,1996,24.996857,289456.0
Mexico,MEX,12,1996,15.672746,341543940.0
Uruguay,URY,12,1996,23.19594,5405165.0
Guyana,GUY,12,1996,25.455534,1652464.0
Venezuela,VEN,12,1996,24.594582,118253256.0
Honduras,HND,12,1996,21.253342,3875521.0
Haiti,HTI,12,1996,22.009338,1018592.0
Guatemala,GTM,12,1996,20.633842,6571124.0
Chile,CHL,12,1996,12.192543,48226292.0
Belize,BLZ,12,1996,22.98339,307776.0
Colombia,COL,12,1996,23.15315,59912670.0
Costa Rica,CRI,12,1996,21.74489,4686377.0
Brazil,BRA,12,1996,25.53677,289311000.0
Suriname,SUR,12,1996,26.226528,2082514.0
Bolivia,BOL,12,1996,21.39335,10016150.0
Canada,CAN,12,1996,-18.55505,507728670.0
El Salvador,SLV,12,1996,24.855816,4414490.0
Nicaragua,NIC,12,1996,23.693018,2847245.0
Argentina,ARG,12,1996,19.82019,131149500.0
Cuba,CUB,12,1996,22.581516,23332950.0
Peru,PER,12,1996,18.887987,24717086.0
Trinidad and Tobago,TTO,12,1996,25.374535,18458328.0
Paraguay,PRY,12,1996,27.016558,3718801.0
Panama,PAN,12,1996,23.959457,4446773.0
Bahamas,BHS,12,1996,23.05307,1813680.0
Dominican Republic,DOM,12,1996,21.57105,16484352.0
Ecuador,ECU,12,1996,19.975151,25299900.0
Colombia,COL,1,1995,24.1884,59420744.0
Chile,CHL,1,1995,13.227751,41562532.0
Costa Rica,CRI,1,1995,22.397366,4800770.0
Dominican Republic,DOM,1,1995,22.30141,15106975.0
Panama,PAN,1,1995,24.598951,3652970.0
Paraguay,PRY,1,1995,27.431103,3937149.0
Peru,PER,1,1995,19.576939,25143060.0
Cuba,CUB,1,1995,22.629992,22835124.0
Bolivia,BOL,1,1995,21.463797,9016550.0
Belize,BLZ,1,1995,23.346779,377392.0
Trinidad and Tobago,TTO,1,1995,25.041069,14732517.0
Suriname,SUR,1,1995,25.237768,2060550.9
Brazil,BRA,1,1995,25.458405,268678000.0
Canada,CAN,1,1995,-19.410137,491413660.0
Ecuador,ECU,1,1995,21.008364,23498436.0
Haiti,HTI,1,1995,22.89034,875696.0
Guyana,GUY,1,1995,24.448994,1568192.0
Honduras,HND,1,1995,21.872503,3836235.0
Guatemala,GTM,1,1995,20.960722,7078550.0
Jamaica,JAM,1,1995,23.87021,9173406.0
Nicaragua,NIC,1,1995,24.221909,2755058.0
El Salvador,SLV,1,1995,25.504341,4998356.0
Mexico,MEX,1,1995,15.424858,330905300.0
Venezuela,VEN,1,1995,25.02689,124730820.0
Antigua and Barbuda,ATG,1,1995,24.973907,271136.0
Argentina,ARG,1,1995,20.574814,125276640.0
Bahamas,BHS,1,1995,22.694033,1839328.0
Uruguay,URY,1,1995,23.951334,4557192.0
United States,USA,1,1995,-2.1957848,5425259500.0
Chile,CHL,2,1995,12.791722,41562532.0
United States,USA,2,1995,-0.067571804,5425259500.0
Colombia,COL,2,1995,25.137976,59420744.0
Guyana,GUY,2,1995,24.712708,1568192.0
Canada,CAN,2,1995,-20.8817,491413660.0
Guatemala,GTM,2,1995,21.4002,7078550.0
Mexico,MEX,2,1995,17.908342,330905300.0
Dominican Republic,DOM,2,1995,22.464003,15106975.0
Antigua and Barbuda,ATG,2,1995,24.998322,271136.0
Panama,PAN,2,1995,24.674353,3652970.0
Paraguay,PRY,2,1995,26.353678,3937149.0
El Salvador,SLV,2,1995,25.968067,4998356.0
Nicaragua,NIC,2,1995,24.602077,2755058.0
Ecuador,ECU,2,1995,21.03676,23498436.0
Peru,PER,2,1995,19.20501,25143060.0
Costa Rica,CRI,2,1995,22.320417,4800770.0
Haiti,HTI,2,1995,23.109003,875696.0
Venezuela,VEN,2,1995,25.88176,124730820.0
Uruguay,URY,2,1995,21.86859,4557192.0
Cuba,CUB,2,1995,23.18713,22835124.0
Argentina,ARG,2,1995,19.242334,125276640.0
Brazil,BRA,2,1995,25.088215,268678000.0
Belize,BLZ,2,1995,23.445486,377392.0
Bahamas,BHS,2,1995,22.391563,1839328.0
Trinidad and Tobago,TTO,2,1995,25.078838,14732517.0
Jamaica,JAM,2,1995,24.050285,9173406.0
Suriname,SUR,2,1995,25.321592,2060550.9
Bolivia,BOL,2,1995,21.06874,9016550.0
Honduras,HND,2,1995,22.082903,3836235.0
Argentina,ARG,3,1995,17.837805,125276640.0
Cuba,CUB,3,1995,23.872759,22835124.0
Costa Rica,CRI,3,1995,23.217813,4800770.0
El Salvador,SLV,3,1995,26.598528,4998356.0
Antigua and Barbuda,ATG,3,1995,24.796387,271136.0
Panama,PAN,3,1995,25.16997,3652970.0
Jamaica,JAM,3,1995,23.901943,9173406.0
Trinidad and Tobago,TTO,3,1995,25.829756,14732517.0
Dominican Republic,DOM,3,1995,22.206474,15106975.0
Bahamas,BHS,3,1995,23.025845,1839328.0
Belize,BLZ,3,1995,25.169985,377392.0
Nicaragua,NIC,3,1995,25.649513,2755058.0
Venezuela,VEN,3,1995,26.146837,124730820.0
Peru,PER,3,1995,18.976212,25143060.0
Uruguay,URY,3,1995,20.85367,4557192.0
Ecuador,ECU,3,1995,20.703234,23498436.0
Paraguay,PRY,3,1995,26.079329,3937149.0
Guatemala,GTM,3,1995,23.145786,7078550.0
Haiti,HTI,3,1995,22.824083,875696.0
Guyana,GUY,3,1995,25.36655,1568192.0
Honduras,HND,3,1995,23.671995,3836235.0
Canada,CAN,3,1995,-15.013579,491413660.0
Brazil,BRA,3,1995,25.202747,268678000.0
United States,USA,3,1995,2.8273234,5425259500.0
Colombia,COL,3,1995,24.311386,59420744.0
Chile,CHL,3,1995,11.471262,41562532.0
Mexico,MEX,3,1995,19.336536,330905300.0
Bolivia,BOL,3,1995,21.144121,9016550.0
Suriname,SUR,3,1995,25.697124,2060550.9
Honduras,HND,4,1995,25.354683,3836235.0
Haiti,HTI,4,1995,24.617065,875696.0
Mexico,MEX,4,1995,21.356167,330905300.0
Nicaragua,NIC,4,1995,26.76859,2755058.0
Guyana,GUY,4,1995,26.145206,1568192.0
Venezuela,VEN,4,1995,26.422224,124730820.0
Jamaica,JAM,4,1995,25.521736,9173406.0
Guatemala,GTM,4,1995,24.581612,7078550.0
United States,USA,4,1995,7.9773254,5425259500.0
Trinidad and Tobago,TTO,4,1995,26.291704,14732517.0
Peru,PER,4,1995,18.990042,25143060.0
Uruguay,URY,4,1995,17.51336,4557192.0
Paraguay,PRY,4,1995,22.285862,3937149.0
Antigua and Barbuda,ATG,4,1995,25.373932,271136.0
Chile,CHL,4,1995,10.030786,41562532.0
Costa Rica,CRI,4,1995,23.802132,4800770.0
Canada,CAN,4,1995,-5.22499,491413660.0
Argentina,ARG,4,1995,14.58249,125276640.0
Bahamas,BHS,4,1995,24.649538,1839328.0
Cuba,CUB,4,1995,25.972893,22835124.0
Brazil,BRA,4,1995,24.293716,268678000.0
Suriname,SUR,4,1995,26.340702,2060550.9
El Salvador,SLV,4,1995,26.845085,4998356.0
Ecuador,ECU,4,1995,20.978544,23498436.0
Belize,BLZ,4,1995,27.149061,377392.0
Panama,PAN,4,1995,25.179825,3652970.0
Dominican Republic,DOM,4,1995,23.883615,15106975.0
Bolivia,BOL,4,1995,19.574121,9016550.0
Colombia,COL,4,1995,24.011639,59420744.0
Guatemala,GTM,5,1995,25.160921,7078550.0
Bolivia,BOL,5,1995,17.78986,9016550.0
Honduras,HND,5,1995,25.112751,3836235.0
Brazil,BRA,5,1995,23.669773,268678000.0
Suriname,SUR,5,1995,25.73148,2060550.9
Canada,CAN,5,1995,3.0751765,491413660.0
Guyana,GUY,5,1995,25.494839,1568192.0
Haiti,HTI,5,1995,25.148394,875696.0
Chile,CHL,5,1995,7.7719793,41562532.0
Panama,PAN,5,1995,24.69307,3652970.0
Antigua and Barbuda,ATG,5,1995,26.647064,271136.0
Uruguay,URY,5,1995,13.667571,4557192.0
Paraguay,PRY,5,1995,19.10972,3937149.0
Trinidad and Tobago,TTO,5,1995,26.744965,14732517.0
Peru,PER,5,1995,18.318573,25143060.0
Bahamas,BHS,5,1995,26.230923,1839328.0
Venezuela,VEN,5,1995,25.844696,124730820.0
El Salvador,SLV,5,1995,25.96759,4998356.0
Nicaragua,NIC,5,1995,26.474371,2755058.0
Jamaica,JAM,5,1995,26.149813,9173406.0
Ecuador,ECU,5,1995,20.515343,23498436.0
Dominican Republic,DOM,5,1995,24.779697,15106975.0
Cuba,CUB,5,1995,26.948961,22835124.0
Mexico,MEX,5,1995,24.186121,330905300.0
United States,USA,5,1995,13.473297,5425259500.0
Belize,BLZ,5,1995,27.984701,377392.0
Argentina,ARG,5,1995,11.142659,125276640.0
Costa Rica,CRI,5,1995,23.29086,4800770.0
Colombia,COL,5,1995,23.477335,59420744.0
Jamaica,JAM,6,1995,26.976234,9173406.0
Trinidad and Tobago,TTO,6,1995,26.2738,14732517.0
Venezuela,VEN,6,1995,24.622845,124730820.0
United States,USA,6,1995,18.39514,5425259500.0
Mexico,MEX,6,1995,24.868504,330905300.0
Peru,PER,6,1995,18.021772,25143060.0
Nicaragua,NIC,6,1995,25.755548,2755058.0
Uruguay,URY,6,1995,10.391465,4557192.0
Panama,PAN,6,1995,24.69051,3652970.0
Paraguay,PRY,6,1995,20.213774,3937149.0
Suriname,SUR,6,1995,25.158424,2060550.9
Guatemala,GTM,6,1995,24.176191,7078550.0
Cuba,CUB,6,1995,26.946768,22835124.0
Antigua and Barbuda,ATG,6,1995,26.972504,271136.0
Honduras,HND,6,1995,24.501923,3836235.0
Costa Rica,CRI,6,1995,23.063427,4800770.0
Haiti,HTI,6,1995,26.309757,875696.0
Guyana,GUY,6,1995,24.608898,1568192.0
El Salvador,SLV,6,1995,25.411894,4998356.0
Dominican Republic,DOM,6,1995,25.58738,15106975.0
Bahamas,BHS,6,1995,27.22484,1839328.0
Ecuador,ECU,6,1995,20.078033,23498436.0
Argentina,ARG,6,1995,7.8783464,125276640.0
Chile,CHL,6,1995,5.0291543,41562532.0
Canada,CAN,6,1995,11.544787,491413660.0
Bolivia,BOL,6,1995,17.613085,9016550.0
Brazil,BRA,6,1995,23.294163,268678000.0
Colombia,COL,6,1995,23.09977,59420744.0
Belize,BLZ,6,1995,27.55102,377392.0
Argentina,ARG,7,1995,6.756373,125276640.0
Mexico,MEX,7,1995,24.87167,330905300.0
Chile,CHL,7,1995,2.9717984,41562532.0
Trinidad and Tobago,TTO,7,1995,26.077091,14732517.0
Colombia,COL,7,1995,22.896465,59420744.0
Belize,BLZ,7,1995,26.347221,377392.0
United States,USA,7,1995,21.75562,5425259500.0
Peru,PER,7,1995,18.001356,25143060.0
Jamaica,JAM,7,1995,27.037716,9173406.0
Canada,CAN,7,1995,12.71384,491413660.0
Uruguay,URY,7,1995,11.691398,4557192.0
Antigua and Barbuda,ATG,7,1995,27.280914,271136.0
Cuba,CUB,7,1995,27.380169,22835124.0
El Salvador,SLV,7,1995,25.564913,4998356.0
Dominican Republic,DOM,7,1995,25.759268,15106975.0
Bahamas,BHS,7,1995,27.891098,1839328.0
Panama,PAN,7,1995,24.362852,3652970.0
Ecuador,ECU,7,1995,19.523134,23498436.0
Nicaragua,NIC,7,1995,25.317884,2755058.0
Brazil,BRA,7,1995,23.796587,268678000.0
Paraguay,PRY,7,1995,20.62948,3937149.0
Bolivia,BOL,7,1995,18.097052,9016550.0
Haiti,HTI,7,1995,26.447712,875696.0
Suriname,SUR,7,1995,25.197744,2060550.9
Guyana,GUY,7,1995,24.635778,1568192.0
Venezuela,VEN,7,1995,24.392693,124730820.0
Guatemala,GTM,7,1995,23.126997,7078550.0
Costa Rica,CRI,7,1995,22.846106,4800770.0
Honduras,HND,7,1995,23.866522,3836235.0
Honduras,HND,8,1995,24.2916,3836235.0
Brazil,BRA,8,1995,24.922718,268678000.0
Dominican Republic,DOM,8,1995,25.509405,15106975.0
